codigo,Pais,Provincia,Canton,Localidad,Clase,tematica,Codigo,Orden,Pais,Provincia,Canton,Localidad,X,Y,Clase,Tematica,filtroE,filtroP,Bioma
mammalia_009,Ecuador,Loja,Zapotillo,"Mangahurco - Quebrada ""El Faique""",MAMMALIA,Biogeografía y distribución,mammalia_009,E,Ecuador,Loja,Zapotillo,"Mangahurco - Quebrada ""El Faique""",-4.1166667,-80.4,MAMMALIA,Biogeografía y distribución,Eastern Cordillera real montane forests,Ecuador,Bosques secos
mammalia_003,Ecuador,El Oro,Arenillas,Nuevo Píntag,MAMMALIA,Biogeografía y distribución,mammalia_003,E,Ecuador,El Oro,Arenillas,Nuevo Píntag,-3.5666667,-80.1333333,MAMMALIA,Biogeografía y distribución,Tumbes-Piura dry forests,Ecuador,Bosques secos
mammalia_029,Peru,Tumbes,Tumbes,Parque Nacional Cerros de Amotape,MAMMALIA,Biogeografía y distribución,mammalia_029,P,Peru,Tumbes,Tumbes,Parque Nacional Cerros de Amotape,-4.136074,-80.588274,MAMMALIA,Biogeografía y distribución,Tumbes-Piura dry forests,Peru,Bosques secos
mammalia_009,Ecuador,Manabí,Salango,Piqueros patas azules,MAMMALIA,Biogeografía y distribución,mammalia_009,E,Ecuador,Manabí,Salango,Piqueros patas azules,-1.58,-80.85,MAMMALIA,Biogeografía y distribución,NA,NA,Bosques lluviosos
Peces_017,Ecuador,Santa Rosa,Santa Rosa,Río Santa Rosa,PECES,Biogeografía y distribución,Peces_017,NA,Ecuador,Santa Rosa,Santa Rosa,Río Santa Rosa,-3.5694389,-79.94291,PECES,Biogeografía y distribución,Tumbes-Piura dry forests,Ecuador,Bosques secos
Peces_019,Ecuador,Santa Rosa,Santa Rosa,Río Santa Rosa,PECES,Biogeografía y distribución,Peces_019,NA,Ecuador,Santa Rosa,Santa Rosa,Río Santa Rosa,-3.5694389,-79.94291,PECES,Biogeografía y distribución,Tumbes-Piura dry forests,Ecuador,Bosques secos
Peces_016,Ecuador,Guayas,Yaguachi,Río Yaguachi,PECES,Biogeografía y distribución,Peces_016,NA,Ecuador,Guayas,Yaguachi,Río Yaguachi,-2.0802889,-79.70613,PECES,Biogeografía y distribución,Guayaquil flooded grasslands,Ecuador,Bosques secos
herp001,Ecuador,Manabí,Puerto López,Agua Blanca,REPTILIA,Biogeografía y distribución,herp001,Anura,Ecuador,Manabí,Puerto López,Agua Blanca,-1.53333,-80.73333,REPTILIA,Biogeografía y distribución,Ecuadorian dry forests,Ecuador,Bosques secos
herp001,Ecuador,El Oro,Arenillas,Arenillas,REPTILIA,Biogeografía y distribución,herp001,Anura,Ecuador,El Oro,Arenillas,Arenillas,-3.55,-80.06667,REPTILIA,Biogeografía y distribución,Tumbes-Piura dry forests,Ecuador,Bosques secos
herp001,Ecuador,El Oro,Piñas,Buenaventura,REPTILIA,Biogeografía y distribución,herp001,Anura,Ecuador,El Oro,Piñas,Buenaventura,-3.58333,-79.88333,REPTILIA,Biogeografía y distribución,Tumbes-Piura dry forests,Ecuador,Bosques secos
herp013,Peru,Tumbes,Tumbes,Campo Verde,REPTILIA,Biogeografía y distribución,herp013,Squamata,Peru,Tumbes,Tumbes,Campo Verde,-3.84283,-80.21078,REPTILIA,Biogeografía y distribución,Eastern Cordillera real montane forests,Peru,Bosques secos
herp039,Ecuador,Guayas,Naranjal,"Cerro de Hayas Provincial Natural Recreation Area,",REPTILIA,Biogeografía y distribución,herp039,Squamata,Ecuador,Guayas,Naranjal,"Cerro de Hayas Provincial Natural Recreation Area,",-2.7316,-79.6319,REPTILIA,Biogeografía y distribución,Western Ecuador moist forests,Ecuador,Bosques lluviosos
herp028,Ecuador,Santa Elena,Colonche,Colonche,REPTILIA,Biogeografía y distribución,herp028,Squamata,Ecuador,Santa Elena,Colonche,Colonche,-2.01667,-80.66667,REPTILIA,Biogeografía y distribución,Ecuadorian dry forests,Ecuador,Bosques secos
herp001,Ecuador,Loja,Zapotillo,Cordillera Mangahurquilllo,REPTILIA,Biogeografía y distribución,herp001,Anura,Ecuador,Loja,Zapotillo,Cordillera Mangahurquilllo,-4.06667,-80.3,REPTILIA,Biogeografía y distribución,Eastern Cordillera real montane forests,Ecuador,Bosques secos
herp040,Ecuador,Manabí,Flavio Alfaro,Flavio Alfaro,REPTILIA,Biogeografía y distribución,herp040,Squamata,Ecuador,Manabí,Flavio Alfaro,Flavio Alfaro,-0.404714,-79.905709,REPTILIA,Biogeografía y distribución,Ecuadorian dry forests,Ecuador,Bosques secos
herp014,Ecuador,Manabí,Jama,Jama-Coaque Ecological Reserve,REPTILIA,Biogeografía y distribución,herp014,Squamata,Ecuador,Manabí,Jama,Jama-Coaque Ecological Reserve,-0.204929,-80.267928,REPTILIA,Biogeografía y distribución,Ecuadorian dry forests,Ecuador,Bosques secos
herp001,Ecuador,Cañar,La Troncal,La Troncal,REPTILIA,Biogeografía y distribución,herp001,Anura,Ecuador,Cañar,La Troncal,La Troncal,-2.4,-79.33333,REPTILIA,Biogeografía y distribución,Western Ecuador moist forests,Ecuador,Bosques lluviosos
herp001,Ecuador,El Oro,Machala,Machala,REPTILIA,Biogeografía y distribución,herp001,Squamata,Ecuador,El Oro,Machala,Machala,-3.26667,-79.96667,REPTILIA,Biogeografía y distribución,South American Pacific mangroves,Ecuador,Bosques secos
herp040,Ecuador,Guayas,Guayaquil,Manantial de Colonche,REPTILIA,Biogeografía y distribución,herp040,Squamata,Ecuador,Guayas,Guayaquil,Manantial de Colonche,-1.985235,-80.672542000000007,REPTILIA,Biogeografía y distribución,Western Ecuador moist forests,Ecuador,Bosques lluviosos
herp028,Ecuador,Santa Elena,Monte Verde,Monte Verde,REPTILIA,Biogeografía y distribución,herp028,Squamata,Ecuador,Santa Elena,Monte Verde,Monte Verde,-2.05,-80.73333,REPTILIA,Biogeografía y distribución,Ecuadorian dry forests,Ecuador,Bosques secos
herp001,Ecuador,Guayas,Naranjal,Naranjal,REPTILIA,Biogeografía y distribución,herp001,Anura,Ecuador,Guayas,Naranjal,Naranjal,-2.66667,-79.6,REPTILIA,Biogeografía y distribución,Western Ecuador moist forests,Ecuador,Bosques lluviosos
herp001,Ecuador,Los Ríos,Babahoyo,Pimocha,REPTILIA,Biogeografía y distribución,herp001,Anura,Ecuador,Los Ríos,Babahoyo,Pimocha,-1.83333,-79.6,REPTILIA,Biogeografía y distribución,Guayaquil flooded grasslands,Ecuador,Bosques secos
herp001,Ecuador,Esmeraldas,Esmeraldas,Playa Escondida,REPTILIA,Biogeografía y distribución,herp001,Anura,Ecuador,Esmeraldas,Esmeraldas,Playa Escondida,0.81667,-80,REPTILIA,Biogeografía y distribución,NA,NA,Bosques lluviosos
herp029,Ecuador,Manabí,Puerto López,Puerto López,REPTILIA,Biogeografía y distribución,herp029,Squamata,Ecuador,Manabí,Puerto López,Puerto López,-1.53333,-80.81667,REPTILIA,Biogeografía y distribución,NA,NA,Bosques lluviosos
herp001,Ecuador,Loja,Zapotillo,Quebrada El Faique,REPTILIA,Biogeografía y distribución,herp001,Anura,Ecuador,Loja,Zapotillo,Quebrada El Faique,-4.16667,-80.03333,REPTILIA,Biogeografía y distribución,Eastern Cordillera real montane forests,Ecuador,Bosques secos
herp013,Peru,Tumbes,Tumbes,"Quebrada Los Naranjos, Parque Nacional Cerros de Amotape",REPTILIA,Biogeografía y distribución,herp013,Squamata,Peru,Tumbes,Tumbes,"Quebrada Los Naranjos, Parque Nacional Cerros de Amotape",-4.153662,-80.552579,REPTILIA,Biogeografía y distribución,Tumbes-Piura dry forests,Peru,Bosques secos
herp001,Ecuador,Los Ríos,Palenque,Rio Palenque Scientific Centre,REPTILIA,Biogeografía y distribución,herp001,Anura,Ecuador,Los Ríos,Palenque,Rio Palenque Scientific Centre,-0.56667,-79.33333,REPTILIA,Biogeografía y distribución,Western Ecuador moist forests,Ecuador,Bosques lluviosos
herp029,Ecuador,Esmeraldas,Esmeraldas,"Río San Francisco,Punta Galera",REPTILIA,Biogeografía y distribución,herp029,Squamata,Ecuador,Esmeraldas,Esmeraldas,"Río San Francisco,Punta Galera",0.66667,-80.01667,REPTILIA,Biogeografía y distribución,Western Ecuador moist forests,Ecuador,Bosques lluviosos
herp001,Ecuador,Esmeraldas,Same,Same,REPTILIA,Biogeografía y distribución,herp001,Anura,Ecuador,Esmeraldas,Same,Same,0.83333,-79.93333,REPTILIA,Biogeografía y distribución,NA,NA,Bosques lluviosos
herp028,Ecuador,Santa Elena,Santa Elena,Santa Elena,REPTILIA,Biogeografía y distribución,herp028,Squamata,Ecuador,Santa Elena,Santa Elena,Santa Elena,-2.226741,-80.859326,REPTILIA,Biogeografía y distribución,Ecuadorian dry forests,Ecuador,Bosques secos
herp037,Ecuador,Santa Elena,Santa Elena,Santa Elena,REPTILIA,Biogeografía y distribución,herp037,Squamata,Ecuador,Santa Elena,Santa Elena,Santa Elena,-2.241138,-80.868361,REPTILIA,Biogeografía y distribución,Ecuadorian dry forests,Ecuador,Bosques secos
herp028,Ecuador,Azuay,Cuenca,Tamarindo,REPTILIA,Biogeografía y distribución,herp028,Squamata,Ecuador,Azuay,Cuenca,Tamarindo,-2.78333,-79.55,REPTILIA,Biogeografía y distribución,Northwestern Andean montane forests,Ecuador,Bosques lluviosos
herp001,Ecuador,Azuay,Tamarindo,Tamarindo,REPTILIA,Biogeografía y distribución,herp001,Anura,Ecuador,Azuay,Tamarindo,Tamarindo,-2.78333,-79.6,REPTILIA,Biogeografía y distribución,Northwestern Andean montane forests,Ecuador,Bosques lluviosos
herp028,Ecuador,Loja,Loja,Vilcabamba,REPTILIA,Biogeografía y distribución,herp028,Squamata,Ecuador,Loja,Loja,Vilcabamba,-4.25,-79.23333,REPTILIA,Biogeografía y distribución,Eastern Cordillera real montane forests,Ecuador,Bosques secos
herp040,Ecuador,Loja,Loja,Vilcabamba,REPTILIA,Biogeografía y distribución,herp040,Squamata,Ecuador,Loja,Loja,Vilcabamba,-4.262328,-79.225378,REPTILIA,Biogeografía y distribución,Eastern Cordillera real montane forests,Ecuador,Bosques secos
herp040,Ecuador,Los Ríos,Vinces,Vinces,REPTILIA,Biogeografía y distribución,herp040,Squamata,Ecuador,Los Ríos,Vinces,Vinces,-1.557339,-79.758733,REPTILIA,Biogeografía y distribución,Western Ecuador moist forests,Ecuador,Bosques lluviosos
herp075,Ecuador,El Oro,Guabo,Cascadas de Manuel,AMPHIBIA,Conservación,herp075,Squamata,Ecuador,El Oro,Guabo,Cascadas de Manuel,-3.21361,-79.73778,AMPHIBIA,Conservación,Northwestern Andean montane forests,Ecuador,Bosques lluviosos
herp016,Ecuador,Manabí,Simón Bolívar,Cerro La Mocora,AMPHIBIA,Conservación,herp016,Anura,Ecuador,Manabí,Simón Bolívar,Cerro La Mocora,-1.61667,-80.7,AMPHIBIA,Conservación,Ecuadorian dry forests,Ecuador,Bosques secos
herp075,Ecuador,El Oro,Chilla,Chillacocha,AMPHIBIA,Conservación,herp075,Squamata,Ecuador,El Oro,Chilla,Chillacocha,-3.484079,-79.579805,AMPHIBIA,Conservación,Northern Andean páramo,Ecuador,Bosques lluviosos
herp075,Ecuador,El Oro,Atahualpa,El Biron,AMPHIBIA,Conservación,herp075,Squamata,Ecuador,El Oro,Atahualpa,El Biron,-3.56583,-79.75003,AMPHIBIA,Conservación,Eastern Cordillera real montane forests,Ecuador,Bosques secos
herp075,Ecuador,El Oro,Santa Rosa,El Guayabo,AMPHIBIA,Conservación,herp075,Squamata,Ecuador,El Oro,Santa Rosa,El Guayabo,-3.582778,-79.582778,AMPHIBIA,Conservación,Eastern Cordillera real montane forests,Ecuador,Bosques secos
herp075,Ecuador,El Oro,Guabo,El Retiro,AMPHIBIA,Conservación,herp075,Squamata,Ecuador,El Oro,Guabo,El Retiro,-3.21333,-79.69778,AMPHIBIA,Conservación,Northwestern Andean montane forests,Ecuador,Bosques lluviosos
herp075,Ecuador,El Oro,Guabo,La Enramada,AMPHIBIA,Conservación,herp075,Squamata,Ecuador,El Oro,Guabo,La Enramada,-3.0418,-79.52005,AMPHIBIA,Conservación,Northwestern Andean montane forests,Ecuador,Bosques lluviosos
herp075,Ecuador,El Oro,Atahualpa,Limón Playa,AMPHIBIA,Conservación,herp075,Squamata,Ecuador,El Oro,Atahualpa,Limón Playa,-3.976666,-79.74778,AMPHIBIA,Conservación,Eastern Cordillera real montane forests,Ecuador,Bosques secos
herp016,Ecuador,Cañar,Cañar,Manta Real,AMPHIBIA,Conservación,herp016,Anura,Ecuador,Cañar,Cañar,Manta Real,-2.56667,-79.35,AMPHIBIA,Conservación,Northwestern Andean montane forests,Ecuador,Bosques lluviosos
herp075,Ecuador,El Oro,Marcabeli,Marcabeli,AMPHIBIA,Conservación,herp075,Squamata,Ecuador,El Oro,Marcabeli,Marcabeli,-3.64323,-79.96444,AMPHIBIA,Conservación,Tumbes-Piura dry forests,Ecuador,Bosques secos
herp016,Ecuador,Esmeraldas,Muisne,Mompiche,AMPHIBIA,Conservación,herp016,Anura,Ecuador,Esmeraldas,Muisne,Mompiche,0.5,-80.01667,AMPHIBIA,Conservación,Western Ecuador moist forests,Ecuador,Bosques lluviosos
herp075,Ecuador,El Oro,Piñas,Ñalacapac,AMPHIBIA,Conservación,herp075,Squamata,Ecuador,El Oro,Piñas,Ñalacapac,-3.678394,-79.80278,AMPHIBIA,Conservación,Eastern Cordillera real montane forests,Ecuador,Bosques secos
herp075,Ecuador,El Oro,Atahualpa,Paccha,AMPHIBIA,Conservación,herp075,Squamata,Ecuador,El Oro,Atahualpa,Paccha,-3.52083,-79.72639,AMPHIBIA,Conservación,Eastern Cordillera real montane forests,Ecuador,Bosques secos
herp075,Ecuador,El Oro,La Lajas,Puyango,AMPHIBIA,Conservación,herp075,Squamata,Ecuador,El Oro,La Lajas,Puyango,-3.501615,-79.674866,AMPHIBIA,Conservación,Eastern Cordillera real montane forests,Ecuador,Bosques secos
herp075,Ecuador,El Oro,Arenillas,Represa Tahuin,AMPHIBIA,Conservación,herp075,Squamata,Ecuador,El Oro,Arenillas,Represa Tahuin,-3.62778,-80.00583,AMPHIBIA,Conservación,Tumbes-Piura dry forests,Ecuador,Bosques secos
herp075,Ecuador,El Oro,Piñas,Reserva Buenaventura,AMPHIBIA,Conservación,herp075,Squamata,Ecuador,El Oro,Piñas,Reserva Buenaventura,-3.645469,-79.76361,AMPHIBIA,Conservación,Eastern Cordillera real montane forests,Ecuador,Bosques secos
herp016,Ecuador,Cañar,Cañar,Reserva de Buenaventura,AMPHIBIA,Conservación,herp016,Anura,Ecuador,Cañar,Cañar,Reserva de Buenaventura,-3.63333,-79.75,AMPHIBIA,Conservación,Eastern Cordillera real montane forests,Ecuador,Bosques secos
herp016,Ecuador,Guayas,Guayaquil,Reserva Loma Alta,AMPHIBIA,Conservación,herp016,Anura,Ecuador,Guayas,Guayaquil,Reserva Loma Alta,-1.86667,-80.63333,AMPHIBIA,Conservación,Western Ecuador moist forests,Ecuador,Bosques lluviosos
herp016,Ecuador,Los Ríos,Palenque,Río Palenque Scientifi c Center,AMPHIBIA,Conservación,herp016,Anura,Ecuador,Los Ríos,Palenque,Río Palenque Scientifi c Center,-0.58333,-79.36667,AMPHIBIA,Conservación,Western Ecuador moist forests,Ecuador,Bosques lluviosos
herp075,Ecuador,El Oro,Santa Rosa,Sabayán,AMPHIBIA,Conservación,herp075,Squamata,Ecuador,El Oro,Santa Rosa,Sabayán,-3.577113,-79.639377,AMPHIBIA,Conservación,Eastern Cordillera real montane forests,Ecuador,Bosques secos
art004,Ecuador,Loja,Espindola,Amaluza,AVES,Conservación,art004,Psittaciformes,Ecuador,Loja,Espindola,Amaluza,-4.583012,-79.426788,AVES,Conservación,Eastern Cordillera real montane forests,Ecuador,Bosques secos
art004,Ecuador,El Oro,Arenillas,Arenillas,AVES,Conservación,art004,Psittaciformes,Ecuador,El Oro,Arenillas,Arenillas,-3.55625,-80.065663,AVES,Conservación,Tumbes-Piura dry forests,Ecuador,Bosques secos
art121,Peru,Lambayeque,Ferreñafe,Bosque Pomac,AVES,Conservación,art121,Passeriformes,Peru,Lambayeque,Ferreñafe,Bosque Pomac,-6.485447,-79.77366,AVES,Conservación,Sechura desert,Peru,Bosques secos
art004,Ecuador,Loja,Celica,Celica,AVES,Conservación,art004,Psittaciformes,Ecuador,Loja,Celica,Celica,-4.102463,-79.954353,AVES,Conservación,Eastern Cordillera real montane forests,Ecuador,Bosques secos
art072,Peru,Lambayeque,Lambayeque,Chaparri Lodge,AVES,Conservación,art072,Galliformes,Peru,Lambayeque,Lambayeque,Chaparri Lodge,-6.539587,-79.475414,AVES,Conservación,Tumbes-Piura dry forests,Peru,Bosques secos
art137,Ecuador,Manabí,Pedernales,Cojímines,AVES,Conservación,art137,Gruiformes,Ecuador,Manabí,Pedernales,Cojímines,0.364474,-80.037024,AVES,Conservación,NA,NA,Bosques lluviosos
art004,Peru,Tumbes,Tumbes,El Caucho,AVES,Conservación,art004,Psittaciformes,Peru,Tumbes,Tumbes,El Caucho,-4.083338,-80.800008,AVES,Conservación,Tumbes-Piura dry forests,Peru,Bosques secos
art004,Ecuador,Guayas,Guayaquil,Guayaquil,AVES,Conservación,art004,Psittaciformes,Ecuador,Guayas,Guayaquil,Guayaquil,-2.189029,-79.889032,AVES,Conservación,Western Ecuador moist forests,Ecuador,Bosques lluviosos
art137,Ecuador,Guayas,Guayaquil,Guayaquil,AVES,Conservación,art137,Gruiformes,Ecuador,Guayas,Guayaquil,Guayaquil,-2.189029,-79.889032,AVES,Conservación,Western Ecuador moist forests,Ecuador,Bosques lluviosos
art110,Peru,Piura,Paita,Isla la Foca,AVES,Conservación,art110,Sphenisciformes,Peru,Piura,Paita,Isla la Foca,-5.209906,-81.20576,AVES,Conservación,NA,NA,Bosques lluviosos
art145,Peru,Piura,Isla Lobos de Tierra,Isla Lobos de Tierra,AVES,Conservación,art145,Suliformes,Peru,Piura,Isla Lobos de Tierra,Isla Lobos de Tierra,-6.437813,-80.859788,AVES,Conservación,NA,NA,Bosques lluviosos
art004,Ecuador,Loja,Gonzanama,Linderos,AVES,Conservación,art004,Psittaciformes,Ecuador,Loja,Gonzanama,Linderos,-4.427914,-79.698422,AVES,Conservación,Eastern Cordillera real montane forests,Ecuador,Bosques secos
art098,Peru,Tumbes,Tumbes,Manglares de Tumbes,AVES,Conservación,art098,Gruiformes,Peru,Tumbes,Tumbes,Manglares de Tumbes,-3.45,-80.3,AVES,Conservación,South American Pacific mangroves,Peru,Bosques secos
art137,Peru,Tumbes,Tumbes,Manglares de Tumbes,AVES,Conservación,art137,Gruiformes,Peru,Tumbes,Tumbes,Manglares de Tumbes,-3.425229,-80.271159,AVES,Conservación,NA,NA,Bosques lluviosos
art121,Peru,La Libertad,Ascope,Paiján,AVES,Conservación,art121,Passeriformes,Peru,La Libertad,Ascope,Paiján,-7.716667,-79.3,AVES,Conservación,Sechura desert,Peru,Bosques secos
art072,Peru,Tumbes,Tumbes,Parque Nacional Cerros de Amotape,AVES,Conservación,art072,Galliformes,Peru,Tumbes,Tumbes,Parque Nacional Cerros de Amotape,-4.13606,-80.588259,AVES,Conservación,Tumbes-Piura dry forests,Peru,Bosques secos
art004,Ecuador,El Oro,Piñas,Piñas,AVES,Conservación,art004,Psittaciformes,Ecuador,El Oro,Piñas,Piñas,-3.680383,-79.682535,AVES,Conservación,Eastern Cordillera real montane forests,Ecuador,Bosques secos
art145,Peru,Lambayeque,Chiclayo,Puerto Etén,AVES,Conservación,art145,Suliformes,Peru,Lambayeque,Chiclayo,Puerto Etén,-6.933333,-79.866667,AVES,Conservación,NA,NA,Bosques lluviosos
art121,Peru,Piura,Piura,Quebrada Angolo,AVES,Conservación,art121,Passeriformes,Peru,Piura,Piura,Quebrada Angolo,-4.414958,-80.747628,AVES,Conservación,Tumbes-Piura dry forests,Peru,Bosques secos
art121,Peru,Tumbes,Tumbes,Quebrada Seca El Faical,AVES,Conservación,art121,Passeriformes,Peru,Tumbes,Tumbes,Quebrada Seca El Faical,-3.816667,-80.25,AVES,Conservación,Eastern Cordillera real montane forests,Peru,Bosques secos
art072,Peru,Lambayeque,Lambayeque,Refugio de Vida Silvestre Laquipamba,AVES,Conservación,art072,Galliformes,Peru,Lambayeque,Lambayeque,Refugio de Vida Silvestre Laquipamba,-6.35333,-79.48164,AVES,Conservación,Tumbes-Piura dry forests,Peru,Bosques secos
art275,Ecuador,El Oro,Piñas,Reserva Buenaventura,AVES,Conservación,art275,Psittaciformes,Ecuador,El Oro,Piñas,Reserva Buenaventura,-3.65,-79.75,AVES,Conservación,Eastern Cordillera real montane forests,Ecuador,Bosques secos
art168,Ecuador,Santa Elena,Valdivia,Reserva Ecológica Comunitaria Loma Alta,AVES,Conservación,art168,Psittaciformes,Ecuador,Santa Elena,Valdivia,Reserva Ecológica Comunitaria Loma Alta,-1.906373,-80.645731,AVES,Conservación,Western Ecuador moist forests,Ecuador,Bosques lluviosos
art269,Ecuador,Santa Elena,Valdivia,Reserva Ecológica Comunitaria Loma Alta,AVES,Conservación,art269,Trogoniformes,Ecuador,Santa Elena,Valdivia,Reserva Ecológica Comunitaria Loma Alta,-1.906373,-80.645731,AVES,Conservación,Western Ecuador moist forests,Ecuador,Bosques lluviosos
art137,Ecuador,Guayas,Naranjal,Reserva Ecológica Manglares Churute,AVES,Conservación,art137,Gruiformes,Ecuador,Guayas,Naranjal,Reserva Ecológica Manglares Churute,-2.43074,-79.686063,AVES,Conservación,South American Pacific mangroves,Ecuador,Bosques secos
art267,Ecuador,Guayas,Naranjal,Reserva Ecológica Manglares Churute,AVES,Conservación,art267,Anseriformes,Ecuador,Guayas,Naranjal,Reserva Ecológica Manglares Churute,-2.5,-79.7,AVES,Conservación,South American Pacific mangroves,Ecuador,Bosques secos
art004,Ecuador,Loja,Sozoranga,Sozoranga,AVES,Conservación,art004,Psittaciformes,Ecuador,Loja,Sozoranga,Sozoranga,-4.35,-79.834932,AVES,Conservación,Eastern Cordillera real montane forests,Ecuador,Bosques secos
art004,Ecuador,Loja,Sozoranga,Tambo Negro,AVES,Conservación,art004,Psittaciformes,Ecuador,Loja,Sozoranga,Tambo Negro,-4.4,-79.85,AVES,Conservación,Eastern Cordillera real montane forests,Peru,Bosques secos
art004,Peru,Piura,Piura,Tocto,AVES,Conservación,art004,Psittaciformes,Peru,Piura,Piura,Tocto,-5.793631,-79.697367,AVES,Conservación,Tumbes-Piura dry forests,Peru,Bosques secos
art004,Peru,Tumbes,Tumbes,Tumbes,AVES,Conservación,art004,Psittaciformes,Peru,Tumbes,Tumbes,Tumbes,-3.559296,-80.427112,AVES,Conservación,Tumbes-Piura dry forests,Peru,Bosques secos
art145,Peru,Piura,Sechura,Virrila,AVES,Conservación,art145,Suliformes,Peru,Piura,Sechura,Virrila,-5.861836,-80.956944,AVES,Conservación,Sechura desert,Peru,Bosques secos
art004,Ecuador,El Oro,Zaruma,Zaruma,AVES,Conservación,art004,Psittaciformes,Ecuador,El Oro,Zaruma,Zaruma,-3.687282,-79.610913,AVES,Conservación,Eastern Cordillera real montane forests,Ecuador,Bosques secos
mammalia_027,Peru,Tumbes,Pampas de Hospital,Angostura,MAMMALIA,Conservación,mammalia_027,P,Peru,Tumbes,Pampas de Hospital,Angostura,-3.7563889,-80.3875,MAMMALIA,Conservación,Tumbes-Piura dry forests,Peru,Bosques secos
mammalia_033,Peru,Lambayeque,Olmos,Área  de  Conservación  Regional  Huacrupe  La  Calera,MAMMALIA,Conservación,mammalia_033,P,Peru,Lambayeque,Olmos,Área  de  Conservación  Regional  Huacrupe  La  Calera,-5.81928,-79.952845,MAMMALIA,Conservación,Tumbes-Piura dry forests,Peru,Bosques secos
mammalia_033,Peru,Lambayeque,Chongoyape,Área de Conservación Privada Chaparri,MAMMALIA,Conservación,mammalia_033,P,Peru,Lambayeque,Chongoyape,Área de Conservación Privada Chaparri,-6.540614,-79.475332,MAMMALIA,Conservación,Tumbes-Piura dry forests,Peru,Bosques secos
mammalia_020,Peru,Tumbes,Tumbes,Campo Verde,MAMMALIA,Conservación,mammalia_020,P,Peru,Tumbes,Tumbes,Campo Verde,-3.8333334,-80.166667,MAMMALIA,Conservación,Eastern Cordillera real montane forests,Ecuador,Bosques secos
mammalia_027,Peru,Zarumilla,Matapalo,Carrizalillo,MAMMALIA,Conservación,mammalia_027,P,Peru,Zarumilla,Matapalo,Carrizalillo,-3.7324194,-80.186227,MAMMALIA,Conservación,Tumbes-Piura dry forests,Ecuador,Bosques secos
mammalia_027,Peru,Talara,Sauce Grande,Coto de Caza El Angolo,MAMMALIA,Conservación,mammalia_027,P,Peru,Talara,Sauce Grande,Coto de Caza El Angolo,-4.300773,-80.764733,MAMMALIA,Conservación,Tumbes-Piura dry forests,Peru,Bosques secos
mammalia_020,Peru,Tumbes,Tumbes,"Estación Biológica ""El Caucho""",MAMMALIA,Conservación,mammalia_020,P,Peru,Tumbes,Tumbes,"Estación Biológica ""El Caucho""",-3.8333333,-80.266666,MAMMALIA,Conservación,Eastern Cordillera real montane forests,Peru,Bosques secos
mammalia_021,Peru,Tumbes,Piura,"Fondo, 14 km al norte de Talara",MAMMALIA,Conservación,mammalia_021,P,Peru,Tumbes,Piura,"Fondo, 14 km al norte de Talara",-4.4402778,-81.1752777,MAMMALIA,Conservación,Tumbes-Piura dry forests,Peru,Bosques secos
mammalia_021,Peru,Tumbes,Piura,Laderas del Cerro Amotape,MAMMALIA,Conservación,mammalia_021,P,Peru,Tumbes,Piura,Laderas del Cerro Amotape,-4.7658333,-80.998888,MAMMALIA,Conservación,Tumbes-Piura dry forests,Peru,Bosques secos
mammalia_021,Peru,Tumbes,Piura,Mallares,MAMMALIA,Conservación,mammalia_021,P,Peru,Tumbes,Piura,Mallares,-4.8638889,-80.773277,MAMMALIA,Conservación,Tumbes-Piura dry forests,Peru,Bosques secos
mammalia_008,Ecuador,Loja,Zapotillo,Mangaurquillo,MAMMALIA,Conservación,mammalia_008,E,Ecuador,Loja,Zapotillo,Mangaurquillo,-4.071063,-80.2489,MAMMALIA,Conservación,Eastern Cordillera real montane forests,Ecuador,Bosques secos
mammalia_021,Peru,Tumbes,Piura,"Monte Grande, 14 km al norte de Talara",MAMMALIA,Conservación,mammalia_021,P,Peru,Tumbes,Piura,"Monte Grande, 14 km al norte de Talara",-4.4588889,-81.046111,MAMMALIA,Conservación,Tumbes-Piura dry forests,Peru,Bosques secos
mammalia_008,Ecuador,Manabí,Montecristi,Montecristi,MAMMALIA,Conservación,mammalia_008,E,Ecuador,Manabí,Montecristi,Montecristi,0.507073,-80.022204,MAMMALIA,Conservación,Western Ecuador moist forests,Ecuador,Bosques lluviosos
mammalia_021,Peru,Tumbes,Piura,"Pariñas, 7 km al norte de Talara",MAMMALIA,Conservación,mammalia_021,P,Peru,Tumbes,Piura,"Pariñas, 7 km al norte de Talara",-4.5127778,-81.134166,MAMMALIA,Conservación,Tumbes-Piura dry forests,Peru,Bosques secos
mammalia_002,Ecuador,Guayas,Salinas,Punta Brava,MAMMALIA,Conservación,mammalia_002,E,Ecuador,Guayas,Salinas,Punta Brava,-2.2,-81,MAMMALIA,Conservación,NA,NA,Bosques lluviosos
mammalia_027,Peru,Zarumilla,Matapalo,Quebrada Campo Verde,MAMMALIA,Conservación,mammalia_027,P,Peru,Zarumilla,Matapalo,Quebrada Campo Verde,-3.8455556,-80.186388,MAMMALIA,Conservación,Eastern Cordillera real montane forests,Ecuador,Bosques secos
mammalia_027,Peru,Tumbes,Pampas de Hospital,Quebrada Faical,MAMMALIA,Conservación,mammalia_027,P,Peru,Tumbes,Pampas de Hospital,Quebrada Faical,-3.9719444,-80.258333,MAMMALIA,Conservación,Eastern Cordillera real montane forests,Ecuador,Bosques secos
